2026-04-17 22:39:25,039 [INFO] Found 549 images to process.
2026-04-17 22:39:32,943 [INFO] ✓ Image_95 copy 2.jpg → Image_95 copy 2.png | diff=None | verified
2026-04-17 22:39:33,014 [INFO] ✓ Image_84 copy.jpg → Image_84 copy.png | diff=None | verified
2026-04-17 22:39:33,063 [INFO] ✓ Image_85.jpg → Image_85.png | diff=None | verified
2026-04-17 22:39:33,179 [INFO] ✓ Image_9 copy.jpg → Image_9 copy.png | diff=None | verified
2026-04-17 22:39:33,249 [INFO] ✓ Image_190 copy.jpg → Image_190 copy.png | diff=None | verified
2026-04-17 22:39:33,324 [INFO] ✓ Image_212.jpg → Image_212.png | diff=None | verified
2026-04-17 22:39:33,398 [INFO] ✓ Image_22.jpg → Image_22.png | diff=None | verified
2026-04-17 22:39:33,487 [INFO] ✓ Image_9 copy 2.jpg → Image_9 copy 2.png | diff=None | verified
2026-04-17 22:39:34,062 [INFO] ✓ Image_108 copy 2.jpg → Image_108 copy 2.png | diff=None | verified
2026-04-17 22:39:34,220 [INFO] ✓ Image_126 copy.jpg → Image_126 copy.png | diff=None | verified
2026-04-17 22:39:34,284 [INFO] ✓ Image_190.jpg → Image_190.png | diff=None | verified
2026-04-17 22:39:34,479 [INFO] ✓ Image_3.jpg → Image_3.png | diff=None | verified
2026-04-17 22:39:34,590 [INFO] ✓ Image_78 copy.jpg → Image_78 copy.png | diff=None | verified
2026-04-17 22:39:34,764 [INFO] ✓ Image_69 copy.jpg → Image_69 copy.png | diff=None | verified
2026-04-17 22:39:34,829 [INFO] ✓ Image_45 copy.jpg → Image_45 copy.png | diff=None | verified
2026-04-17 22:39:34,956 [INFO] ✓ Image_132 copy.jpg → Image_132 copy.png | diff=None | verified
2026-04-17 22:39:34,991 [INFO] ✓ Image_132 copy 2.jpg → Image_132 copy 2.png | diff=None | verified
2026-04-17 22:39:35,193 [INFO] ✓ Image_17.jpg → Image_17.png | diff=None | verified
2026-04-17 22:39:35,284 [INFO] ✓ Image_65 copy.jpg → Image_65 copy.png | diff=None | verified
2026-04-17 22:39:35,415 [INFO] ✓ Image_18 copy 2.jpg → Image_18 copy 2.png | diff=None | verified
2026-04-17 22:39:35,479 [INFO] ✓ Image_133 copy.jpg → Image_133 copy.png | diff=None | verified
2026-04-17 22:39:35,537 [INFO] ✓ Image_101 copy.jpg → Image_101 copy.png | diff=None | verified
2026-04-17 22:39:35,618 [INFO] ✓ Image_143 copy.jpg → Image_143 copy.png | diff=None | verified
2026-04-17 22:39:35,688 [INFO] ✓ Image_60.JPG → Image_60.png | diff=None | verified
2026-04-17 22:39:35,757 [INFO] ✓ Image_99 copy.jpg → Image_99 copy.png | diff=None | verified
2026-04-17 22:39:35,811 [INFO] ✓ Image_102 copy 2.jpg → Image_102 copy 2.png | diff=None | verified
2026-04-17 22:39:35,874 [INFO] ✓ Image_105 copy 2.jpg → Image_105 copy 2.png | diff=None | verified
